,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
Samples,22574.0,27499.0,32791.0,38974.0,35085.0,41341.0,15800.0,22325.0,27498.0,34183.0,24980.0,16868.0,21271.0,23876.0,32392.0,34367.0,16160.0,11070.0,25264.0,29409.0,26006.0,22385.0,23281.0,25535.0,44795.0,21518.0,26975.0,22212.0,20768.0,11399.0,24617.0,21878.0,21546.0,22381.0,33812.0,20135.0,18926.0,27210.0,22296.0,20189.0,21713.0,18900.0,23128.0,12929.0,11587.0,14312.0,25933.0,9765.0,17706.0,21132.0,40154.0,23821.0,22421.0,24959.0,41522.0,25034.0,26489.0,39903.0,37497.0,28956.0,24880.0,34116.0,51286.0,22519.0,17192.0,40846.0,37941.0,16915.0,28910.0,38024.0,47850.0,19524.0,42302.0,24063.0,22727.0,21658.0,34987.0,16122.0,63965.0,35280.0,39878.0,22075.0,18096.0,45240.0,23973.0,35099.0,16958.0,25741.0,23493.0,21646.0,26198.0,43824.0,17055.0,24804.0,12182.0,22852.0,37331.0,24590.0,23164.0,13611.0
Correctness,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rounds,10.0,10.0,10.0,11.0,11.0,11.0,9.0,10.0,10.0,11.0,10.0,9.0,10.0,10.0,10.0,11.0,9.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,11.0,10.0,10.0,10.0,10.0,8.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,10.0,10.0,10.0,10.0,10.0,10.0,9.0,9.0,8.0,10.0,8.0,9.0,10.0,11.0,10.0,10.0,10.0,11.0,10.0,10.0,11.0,11.0,10.0,10.0,11.0,11.0,10.0,10.0,11.0,11.0,9.0,10.0,11.0,11.0,10.0,11.0,10.0,10.0,10.0,11.0,9.0,12.0,11.0,11.0,10.0,9.0,11.0,10.0,11.0,9.0,10.0,10.0,10.0,10.0,11.0,9.0,10.0,9.0,10.0,11.0,10.0,10.0,9.0
Runtime,0.031095027923583984,0.03168892860412598,0.03459501266479492,0.06985139846801758,0.0845632553100586,0.058280229568481445,0.04524064064025879,0.061203718185424805,0.06522369384765625,0.05346536636352539,0.09521746635437012,0.027050018310546875,0.0544893741607666,0.044106245040893555,0.09934353828430176,0.03542947769165039,0.027938127517700195,0.02448558807373047,0.05514836311340332,0.0681462287902832,0.05989480018615723,0.06578540802001953,0.07231521606445312,0.07046079635620117,0.07541799545288086,0.029202699661254883,0.03626418113708496,0.029040813446044922,0.044541358947753906,0.038980722427368164,0.06235527992248535,0.03963899612426758,0.044232845306396484,0.054920196533203125,0.06665372848510742,0.04362130165100098,0.055612802505493164,0.056760311126708984,0.04596853256225586,0.058020591735839844,0.06028437614440918,0.03252887725830078,0.06283831596374512,0.025624990463256836,0.03761124610900879,0.05567312240600586,0.047353267669677734,0.03761601448059082,0.031805992126464844,0.04680013656616211,0.06376838684082031,0.0679318904876709,0.0624692440032959,0.06906533241271973,0.07714462280273438,0.0521242618560791,0.06541919708251953,0.05120968818664551,0.06804513931274414,0.049181461334228516,0.03840041160583496,0.06403946876525879,0.05896878242492676,0.042513370513916016,0.045999765396118164,0.061335086822509766,0.06769919395446777,0.05042243003845215,0.056386709213256836,0.06920099258422852,0.11989879608154297,0.043434858322143555,0.044986724853515625,0.030519723892211914,0.06265592575073242,0.04502248764038086,0.03865647315979004,0.04166722297668457,0.046018362045288086,0.06542134284973145,0.05237746238708496,0.030932903289794922,0.04364371299743652,0.08694577217102051,0.05457448959350586,0.06667113304138184,0.042852163314819336,0.03893589973449707,0.030964136123657227,0.03344607353210449,0.04794907569885254,0.06739211082458496,0.041419267654418945,0.04553842544555664,0.041764020919799805,0.029407978057861328,0.06903505325317383,0.06164860725402832,0.04474234580993652,0.03378033638000488
