,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
Samples,104293.0,88874.0,94197.0,98141.0,93608.0,84468.0,95624.0,86723.0,85102.0,95229.0,86723.0,102672.0,102672.0,66491.0,85102.0,86723.0,80735.0,85102.0,80101.0,87065.0,85102.0,86723.0,86723.0,85102.0,92461.0,87118.0,92461.0,86328.0,71253.0,85102.0,86254.0,79335.0,86254.0,85102.0,85497.0,93608.0,86723.0,91827.0,92461.0,85102.0,87118.0,59633.0,72874.0,81915.0,85102.0,82356.0,86723.0,88122.0,86328.0,72874.0,92461.0,98141.0,92066.0,84707.0,102672.0,92461.0,96359.0,102277.0,102672.0,92461.0,102672.0,93608.0,85102.0,72874.0,71253.0,102672.0,85102.0,97746.0,92461.0,85106.0,85102.0,91432.0,86723.0,92461.0,80101.0,85497.0,75498.0,85102.0,72874.0,86649.0,86254.0,102672.0,92461.0,85102.0,85102.0,86723.0,84707.0,80735.0,98141.0,87118.0,93608.0,93974.0,102672.0,84707.0,86723.0,102672.0,65490.0,84707.0,86328.0,92461.0
Correctness,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rounds,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,6.0
Runtime,81.11359000205994,97.25191235542297,87.68075561523438,103.51534390449524,87.37067198753357,70.63636922836304,93.00482106208801,73.70156836509705,88.57511973381042,96.05408263206482,95.86005902290344,100.01761150360107,86.97513055801392,64.46654987335205,86.53405237197876,75.37876486778259,91.22562670707703,79.86781907081604,80.74289131164551,95.35186219215393,83.09907484054565,90.33110785484314,87.36413955688477,82.11045384407043,87.0633237361908,88.1706280708313,101.88503503799438,75.58307433128357,73.66051840782166,96.44437885284424,106.04369831085205,72.58418202400208,104.576016664505,108.17513179779053,89.11226344108582,116.10654783248901,112.279625415802,123.69767618179321,114.61359453201294,119.23988008499146,99.26516604423523,75.02407002449036,80.1625804901123,133.57931232452393,132.08334183692932,134.84820199012756,130.80189538002014,154.75430965423584,125.19900012016296,102.44026350975037,149.24445605278015,140.43658781051636,143.80057883262634,109.57999229431152,100.04748272895813,119.36914658546448,111.54624438285828,113.75238156318665,106.3685851097107,121.08148431777954,107.11017298698425,100.50716185569763,110.55761504173279,58.491315841674805,83.01055836677551,111.14062404632568,99.1444878578186,121.0588321685791,95.77317810058594,100.59847140312195,102.16232752799988,106.37994837760925,105.05931568145752,118.42583155632019,95.96961688995361,101.05673503875732,90.69143795967102,115.29388499259949,76.2537739276886,100.47417640686035,105.60092782974243,102.17670178413391,90.81930661201477,114.91095733642578,84.25705003738403,115.02313709259033,108.40884685516357,112.24413728713989,103.39429998397827,87.88006138801575,100.70996069908142,115.41789746284485,100.39629817008972,99.78733587265015,99.95673036575317,81.40094184875488,66.00738954544067,77.14529395103455,70.78038334846497,69.96971917152405
