,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
Samples,25521.0,27925.0,14866.0,14866.0,14890.0,12236.0,14813.0,12430.0,25290.0,13729.0,11991.0,13308.0,26995.0,14009.0,24057.0,10921.0,14175.0,10978.0,26422.0,12419.0,12082.0,16217.0,16926.0,16108.0,12508.0,16116.0,21884.0,16388.0,26713.0,12565.0,23381.0,9820.0,23777.0,26987.0,27006.0,16108.0,12999.0,11852.0,16497.0,9849.0,15117.0,17418.0,24055.0,25558.0,12565.0,16639.0,24334.0,15227.0,23368.0,27925.0,27333.0,11166.0,24057.0,12812.0,23712.0,27923.0,23401.0,17078.0,26425.0,7610.0,13831.0,10433.0,25832.0,23380.0,27880.0,25552.0,13247.0,26258.0,24477.0,16384.0,12216.0,11197.0,13920.0,24306.0,12358.0,24055.0,12171.0,27088.0,12508.0,27904.0,12419.0,16048.0,11258.0,26995.0,8736.0,20544.0,12285.0,11091.0,20696.0,22135.0,16278.0,14317.0,25293.0,15332.0,22407.0,14589.0,12285.0,14536.0,12609.0,26998.0
Correctness,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rounds,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,5.0,6.0,6.0,6.0,5.0,6.0,5.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,6.0
Runtime,27.77103614807129,29.09466314315796,10.1241295337677,9.108316659927368,12.022111892700195,7.40573263168335,9.063093900680542,11.044583320617676,26.75018882751465,10.95100450515747,13.665133953094482,17.447122812271118,37.74394488334656,18.319594144821167,35.030970096588135,16.177348375320435,15.363455772399902,15.49478793144226,41.15037298202515,19.66667413711548,22.030770301818848,26.390830755233765,23.15979027748108,24.91795301437378,19.927644968032837,23.494492530822754,34.09902381896973,22.577078104019165,42.682485580444336,15.719083309173584,43.145917654037476,14.65803074836731,38.2978892326355,44.60168743133545,38.36283802986145,23.546637773513794,20.62284779548645,20.46666669845581,21.54077410697937,14.438225746154785,22.873260259628296,24.317157745361328,37.347156286239624,38.67939114570618,18.015440940856934,22.970126152038574,42.31915068626404,22.83798098564148,42.824201822280884,41.04926109313965,43.2127640247345,19.71623396873474,38.962252140045166,16.408873081207275,41.95861864089966,45.580400705337524,39.84192180633545,25.490161895751953,42.73590040206909,15.847121238708496,22.815757989883423,16.249947786331177,41.01844120025635,40.11294221878052,44.77528238296509,43.64560914039612,21.428743839263916,43.78210091590881,42.762033462524414,25.339498281478882,19.617659091949463,20.329699277877808,22.828529596328735,40.4496808052063,21.891868352890015,38.784592151641846,22.678640604019165,45.61369872093201,19.2087562084198,47.48321080207825,18.217761278152466,23.01753282546997,17.319724798202515,47.143288135528564,19.17823100090027,34.28800654411316,20.587408542633057,19.959256410598755,22.170626878738403,35.820805072784424,23.742984294891357,19.463215827941895,35.34658360481262,25.482828855514526,35.30842924118042,20.8578519821167,17.771265983581543,20.886664628982544,18.702211141586304,28.49399209022522
