,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
Samples,10932.0,8211.0,13498.0,27217.0,26022.0,10617.0,13824.0,27210.0,10639.0,24348.0,18880.0,16716.0,12797.0,13498.0,24168.0,15012.0,24603.0,11788.0,16583.0,13003.0,26100.0,10443.0,12103.0,24081.0,12055.0,24399.0,10758.0,15205.0,12299.0,14009.0,21694.0,22347.0,9791.0,26765.0,25523.0,14816.0,17901.0,9529.0,10954.0,15116.0,27091.0,15809.0,25892.0,15772.0,13305.0,16506.0,23683.0,18230.0,24207.0,30016.0,16254.0,21976.0,19940.0,14139.0,22757.0,19940.0,12429.0,27114.0,22700.0,10573.0,14186.0,12965.0,9689.0,24229.0,21368.0,13269.0,10302.0,27438.0,13491.0,11595.0,27495.0,11373.0,10591.0,12625.0,16028.0,27194.0,18097.0,14221.0,25595.0,28279.0,13824.0,11366.0,13824.0,13854.0,8870.0,16516.0,15338.0,25940.0,16390.0,21042.0,9471.0,13501.0,23816.0,22394.0,28608.0,28738.0,14411.0,10965.0,12592.0,25791.0
Correctness,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
Rounds,5.0,5.0,5.0,6.0,6.0,5.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,5.0,5.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,6.0,6.0,5.0,5.0,6.0,5.0,5.0,6.0,5.0,5.0,5.0,5.0,6.0,5.0,5.0,6.0,6.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,6.0,5.0,6.0,5.0,5.0,6.0,6.0,6.0,6.0,5.0,5.0,5.0,6.0
Runtime,12.980834722518921,15.743768692016602,16.209708213806152,41.674302101135254,36.40936350822449,11.587436437606812,16.542885065078735,40.13525152206421,11.124738454818726,34.82184314727783,26.828378677368164,22.178364038467407,23.08573293685913,21.01365876197815,44.910595417022705,19.503915071487427,38.56900596618652,20.441921949386597,25.17694592475891,22.40749716758728,38.86759948730469,16.822670936584473,20.783435583114624,38.0522358417511,19.985133171081543,41.06023716926575,18.57276225090027,23.06805443763733,17.767964601516724,21.305927515029907,36.012298345565796,39.513240814208984,16.228140354156494,45.68955397605896,45.1426157951355,26.78031873703003,26.301621437072754,16.72000527381897,15.522219896316528,24.039804935455322,44.607953786849976,21.947791814804077,45.453659534454346,25.902896642684937,23.993072271347046,25.971764087677002,42.63153147697449,25.142950296401978,45.32493734359741,42.728898763656616,26.352797508239746,35.32783651351929,35.888126373291016,20.959320783615112,42.73417854309082,36.196616411209106,21.09822654724121,44.21786117553711,41.39612936973572,22.122118949890137,18.102585077285767,21.285093545913696,17.674740076065063,39.75830411911011,35.31719779968262,18.463819980621338,15.431966781616211,44.869351625442505,22.639264345169067,14.517457485198975,42.35151267051697,21.044408321380615,16.025304555892944,17.79630947113037,25.284119844436646,46.914987087249756,29.5817449092865,23.023457527160645,42.72417950630188,46.36392092704773,22.256303310394287,18.913031816482544,20.457294464111328,18.26910376548767,14.342894315719604,24.97905158996582,20.797253847122192,37.99664044380188,22.6421217918396,30.298880100250244,15.086091041564941,19.282161712646484,29.501630306243896,25.482316255569458,24.748847723007202,24.970479726791382,16.693121433258057,13.015957593917847,13.343542337417603,16.71433973312378
